source,target,relation,relation_group,weight,page,logic,trend,description
148,198,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Static pressure,,
148,200,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Total pressure,,
148,205,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Momentum thrust and Pressure thrust,,
148,211,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Chamber pressure and Throat area,,
148,213,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Thrust and Chamber pressure,,
148,214,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Exit pressure equals Ambient pressure,,
148,215,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Exit pressure less than Ambient pressure,,
148,216,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Exit pressure greater than Ambient pressure,,
148,219,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects High pressure gas tank,,
148,232,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Constant pressure combustion,,
148,245,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Component efficiencies and Total pressure ratios,,
148,246,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Total pressure ratio pi_d,,
148,250,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Isentropic efficiency and Total pressure ratio,,
148,252,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Increasing pressure ratio,,
148,255,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Total pressure ratio pi_b,,
148,258,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Total pressure ratio pi_AB,,
148,260,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Total pressure ratio pi_n,,
148,266,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Stagnation pressure at throat,,
148,283,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Higher chamber pressure,,
148,285,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Volumetric flow rate and Pressure rise,,
148,288,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Real exit velocity and pressure,,
148,308,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Mass flow scaled by dimensionless temperature and pressure,,
148,319,AFFECTS,PROPAGATION,0.95,,Compressor operating line affects Maximum pressure or shaft speed,,
160,18,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Thermal efficiency,,
160,19,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Propulsive efficiency,,
160,20,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Overall efficiency,,
160,95,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Polytropic efficiency,,
160,115,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Combustion efficiency,,
160,130,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Real turbojet efficiency,,
160,136,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Mixer efficiency,,
160,139,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Propeller efficiency eta_prop,,
160,173,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Thermal efficiency and Propulsive efficiency,,
160,249,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Isentropic efficiency eta_c,,
160,250,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Isentropic efficiency and Total pressure ratio,,
160,251,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Isentropic efficiency of an infinitesimal stage,,
160,253,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Isentropic efficiency eta_t,,
160,254,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Combustion efficiency eta_b,,
160,259,AFFECTS,PROPAGATION,0.95,,Gas turbine engine affects Mechanical efficiency eta_m,,
191,322,USED_IN,PROPAGATION,0.85,,Pressure at zero velocity isentropically used in Ideal Brayton cycle,,
198,322,USED_IN,PROPAGATION,0.85,,Static pressure used in Ideal Brayton cycle,,
199,75,USED_IN,PROPAGATION,0.85,,Static temperature used in Parametric cycle analysis,,
199,77,USED_IN,PROPAGATION,0.85,,Static temperature used in Ideal cycle analysis,,
199,122,USED_IN,PROPAGATION,0.85,,Static temperature used in Liquid rocket cycle,,
199,123,USED_IN,PROPAGATION,0.85,,Static temperature used in Pump-fed cycle,,
199,124,USED_IN,PROPAGATION,0.85,,Static temperature used in Gas-generator cycle,,
199,125,USED_IN,PROPAGATION,0.85,,Static temperature used in Staged combustion cycle,,
199,128,USED_IN,PROPAGATION,0.85,,Static temperature used in Real cycle analysis,,
199,280,USED_IN,PROPAGATION,0.85,,Static temperature used in Pressure-fed cycle,,
199,281,USED_IN,PROPAGATION,0.85,,Static temperature used in Expander cycle,,
199,322,USED_IN,PROPAGATION,0.85,,Static temperature used in Ideal Brayton cycle,,
200,322,USED_IN,PROPAGATION,0.85,,Total pressure used in Ideal Brayton cycle,,
205,322,USED_IN,PROPAGATION,0.85,,Momentum thrust and Pressure thrust used in Ideal Brayton cycle,,
211,322,USED_IN,PROPAGATION,0.85,,Chamber pressure and Throat area used in Ideal Brayton cycle,,
213,322,USED_IN,PROPAGATION,0.85,,Thrust and Chamber pressure used in Ideal Brayton cycle,,
214,322,USED_IN,PROPAGATION,0.85,,Exit pressure equals Ambient pressure used in Ideal Brayton cycle,,
215,322,USED_IN,PROPAGATION,0.85,,Exit pressure less than Ambient pressure used in Ideal Brayton cycle,,
216,322,USED_IN,PROPAGATION,0.85,,Exit pressure greater than Ambient pressure used in Ideal Brayton cycle,,
219,322,USED_IN,PROPAGATION,0.85,,High pressure gas tank used in Ideal Brayton cycle,,
232,322,USED_IN,PROPAGATION,0.85,,Constant pressure combustion used in Ideal Brayton cycle,,
238,37,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Stagnation pressure,,
238,52,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Pressure thrust,,
238,79,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure ratio pi,,
238,110,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Combustion chamber pressure,,
238,135,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Constant-pressure mixer,,
238,137,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Optimum fan pressure ratio,,
238,191,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Pressure at zero velocity isentropically,,
238,198,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Static pressure,,
238,200,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure,,
238,205,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Momentum thrust and Pressure thrust,,
238,211,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Chamber pressure and Throat area,,
238,213,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Thrust and Chamber pressure,,
238,214,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Exit pressure equals Ambient pressure,,
238,215,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Exit pressure less than Ambient pressure,,
238,216,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Exit pressure greater than Ambient pressure,,
238,219,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects High pressure gas tank,,
238,232,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Constant pressure combustion,,
238,245,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Component efficiencies and Total pressure ratios,,
238,246,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure ratio pi_d,,
238,250,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Isentropic efficiency and Total pressure ratio,,
238,252,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Increasing pressure ratio,,
238,255,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure ratio pi_b,,
238,258,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure ratio pi_AB,,
238,260,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Total pressure ratio pi_n,,
238,266,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Stagnation pressure at throat,,
238,283,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Higher chamber pressure,,
238,285,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Volumetric flow rate and Pressure rise,,
238,288,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Real exit velocity and pressure,,
238,308,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Mass flow scaled by dimensionless temperature and pressure,,
238,319,AFFECTS,PROPAGATION,0.95,,Optimum compressor pressure ratio affects Maximum pressure or shaft speed,,
245,322,USED_IN,PROPAGATION,0.85,,Component efficiencies and Total pressure ratios used in Ideal Brayton cycle,,
246,322,USED_IN,PROPAGATION,0.85,,Total pressure ratio pi_d used in Ideal Brayton cycle,,
250,322,USED_IN,PROPAGATION,0.85,,Isentropic efficiency and Total pressure ratio used in Ideal Brayton cycle,,
252,322,USED_IN,PROPAGATION,0.85,,Increasing pressure ratio used in Ideal Brayton cycle,,
255,322,USED_IN,PROPAGATION,0.85,,Total pressure ratio pi_b used in Ideal Brayton cycle,,
258,322,USED_IN,PROPAGATION,0.85,,Total pressure ratio pi_AB used in Ideal Brayton cycle,,
260,322,USED_IN,PROPAGATION,0.85,,Total pressure ratio pi_n used in Ideal Brayton cycle,,
262,18,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Thermal efficiency,,
262,19,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Propulsive efficiency,,
262,20,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Overall efficiency,,
262,37,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Stagnation pressure,,
262,52,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Pressure thrust,,
262,79,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure ratio pi,,
262,95,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Polytropic efficiency,,
262,110,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Combustion chamber pressure,,
262,115,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Combustion efficiency,,
262,130,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Real turbojet efficiency,,
262,135,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Constant-pressure mixer,,
262,136,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Mixer efficiency,,
262,137,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Optimum fan pressure ratio,,
262,139,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Propeller efficiency eta_prop,,
262,173,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Thermal efficiency and Propulsive efficiency,,
262,191,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Pressure at zero velocity isentropically,,
262,198,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Static pressure,,
262,200,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure,,
262,205,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Momentum thrust and Pressure thrust,,
262,211,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Chamber pressure and Throat area,,
262,213,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Thrust and Chamber pressure,,
262,214,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Exit pressure equals Ambient pressure,,
262,215,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Exit pressure less than Ambient pressure,,
262,216,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Exit pressure greater than Ambient pressure,,
262,219,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects High pressure gas tank,,
262,232,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Constant pressure combustion,,
262,245,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Component efficiencies and Total pressure ratios,,
262,246,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure ratio pi_d,,
262,249,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Isentropic efficiency eta_c,,
262,250,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Isentropic efficiency and Total pressure ratio,,
262,251,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Isentropic efficiency of an infinitesimal stage,,
262,252,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Increasing pressure ratio,,
262,253,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Isentropic efficiency eta_t,,
262,254,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Combustion efficiency eta_b,,
262,255,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure ratio pi_b,,
262,258,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure ratio pi_AB,,
262,259,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Mechanical efficiency eta_m,,
262,260,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Total pressure ratio pi_n,,
262,266,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Stagnation pressure at throat,,
262,283,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Higher chamber pressure,,
262,285,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Volumetric flow rate and Pressure rise,,
262,288,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Real exit velocity and pressure,,
262,308,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Mass flow scaled by dimensionless temperature and pressure,,
262,319,AFFECTS,PROPAGATION,0.95,,Available turbine power for compression affects Maximum pressure or shaft speed,,
264,18,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Thermal efficiency,,
264,19,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Propulsive efficiency,,
264,20,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Overall efficiency,,
264,95,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Polytropic efficiency,,
264,115,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Combustion efficiency,,
264,130,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Real turbojet efficiency,,
264,136,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Mixer efficiency,,
264,139,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Propeller efficiency eta_prop,,
264,173,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Thermal efficiency and Propulsive efficiency,,
264,249,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Isentropic efficiency eta_c,,
264,250,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Isentropic efficiency and Total pressure ratio,,
264,251,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Isentropic efficiency of an infinitesimal stage,,
264,253,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Isentropic efficiency eta_t,,
264,254,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Combustion efficiency eta_b,,
264,259,AFFECTS,PROPAGATION,0.95,,Turbine inlet stagnation temperature affects Mechanical efficiency eta_m,,
266,322,USED_IN,PROPAGATION,0.85,,Stagnation pressure at throat used in Ideal Brayton cycle,,
270,75,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Parametric cycle analysis,,
270,77,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Ideal cycle analysis,,
270,122,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Liquid rocket cycle,,
270,123,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Pump-fed cycle,,
270,124,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Gas-generator cycle,,
270,125,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Staged combustion cycle,,
270,128,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Real cycle analysis,,
270,280,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Pressure-fed cycle,,
270,281,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Expander cycle,,
270,322,USED_IN,PROPAGATION,0.85,,Chamber stagnation temperature used in Ideal Brayton cycle,,
280,12,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Uninstalled thrust,,
280,13,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Installed thrust,,
280,43,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Choked flow,,
280,100,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Combustor pressure loss,,
280,102,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Afterburner pressure loss,,
280,147,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Choked turbine stator,,
280,149,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Choked exhaust nozzle,,
280,151,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Engine limit,,
280,153,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Cold day operation,,
280,154,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Hot day operation,,
280,156,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Transient operation,,
280,167,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Inlet installation,,
280,168,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Nozzle installation,,
280,195,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Mass flow maximum limit,,
280,237,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by High Mach limit,,
280,275,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Frozen flow and Equilibrium flow limits,,
280,278,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Wall heat loss,,
280,279,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Cooling fluid boundary layer,,
280,286,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Component efficiencies and fluid losses,,
280,287,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Viscous and shock losses,,
280,289,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Component irreversibilities,,
280,293,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by High total pressure drop,,
280,298,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Total pressure gain or loss,,
280,305,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Required turbine temperature drop,,
280,317,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Maximum turbine inlet temperature,,
280,327,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Choked flow condition,,
280,329,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Turbine material thermal limit,,
280,330,LIMITED_BY,CONSTRAINT,0.8,,Pressure-fed cycle constrained by Afterburner pressure drop,,
282,18,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Thermal efficiency,,
282,19,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Propulsive efficiency,,
282,20,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Overall efficiency,,
282,95,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Polytropic efficiency,,
282,115,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Combustion efficiency,,
282,130,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Real turbojet efficiency,,
282,136,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Mixer efficiency,,
282,139,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Propeller efficiency eta_prop,,
282,173,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Thermal efficiency and Propulsive efficiency,,
282,249,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Isentropic efficiency eta_c,,
282,250,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Isentropic efficiency and Total pressure ratio,,
282,251,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Isentropic efficiency of an infinitesimal stage,,
282,253,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Isentropic efficiency eta_t,,
282,254,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Combustion efficiency eta_b,,
282,259,AFFECTS,PROPAGATION,0.95,,Turbine inlet temperature affects Mechanical efficiency eta_m,,
283,322,USED_IN,PROPAGATION,0.85,,Higher chamber pressure used in Ideal Brayton cycle,,
284,18,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Thermal efficiency,,
284,19,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Propulsive efficiency,,
284,20,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Overall efficiency,,
284,95,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Polytropic efficiency,,
284,115,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Combustion efficiency,,
284,130,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Real turbojet efficiency,,
284,136,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Mixer efficiency,,
284,139,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Propeller efficiency eta_prop,,
284,173,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Thermal efficiency and Propulsive efficiency,,
284,249,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Isentropic efficiency eta_c,,
284,250,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Isentropic efficiency and Total pressure ratio,,
284,251,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Isentropic efficiency of an infinitesimal stage,,
284,253,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Isentropic efficiency eta_t,,
284,254,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Combustion efficiency eta_b,,
284,259,AFFECTS,PROPAGATION,0.95,,Turbine power equals Pump power affects Mechanical efficiency eta_m,,
285,322,USED_IN,PROPAGATION,0.85,,Volumetric flow rate and Pressure rise used in Ideal Brayton cycle,,
288,322,USED_IN,PROPAGATION,0.85,,Real exit velocity and pressure used in Ideal Brayton cycle,,
308,75,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Parametric cycle analysis,,
308,77,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Ideal cycle analysis,,
308,122,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Liquid rocket cycle,,
308,123,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Pump-fed cycle,,
308,124,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Gas-generator cycle,,
308,125,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Staged combustion cycle,,
308,128,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Real cycle analysis,,
308,280,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Pressure-fed cycle,,
308,281,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Expander cycle,,
308,322,USED_IN,PROPAGATION,0.85,,Mass flow scaled by dimensionless temperature and pressure used in Ideal Brayton cycle,,
311,37,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Stagnation pressure,,
311,52,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Pressure thrust,,
311,79,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure ratio pi,,
311,110,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Combustion chamber pressure,,
311,135,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Constant-pressure mixer,,
311,137,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Optimum fan pressure ratio,,
311,191,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Pressure at zero velocity isentropically,,
311,198,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Static pressure,,
311,200,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure,,
311,205,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Momentum thrust and Pressure thrust,,
311,211,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Chamber pressure and Throat area,,
311,213,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Thrust and Chamber pressure,,
311,214,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Exit pressure equals Ambient pressure,,
311,215,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Exit pressure less than Ambient pressure,,
311,216,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Exit pressure greater than Ambient pressure,,
311,219,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects High pressure gas tank,,
311,232,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Constant pressure combustion,,
311,245,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Component efficiencies and Total pressure ratios,,
311,246,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure ratio pi_d,,
311,250,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Isentropic efficiency and Total pressure ratio,,
311,252,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Increasing pressure ratio,,
311,255,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure ratio pi_b,,
311,258,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure ratio pi_AB,,
311,260,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Total pressure ratio pi_n,,
311,266,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Stagnation pressure at throat,,
311,283,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Higher chamber pressure,,
311,285,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Volumetric flow rate and Pressure rise,,
311,288,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Real exit velocity and pressure,,
311,308,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Mass flow scaled by dimensionless temperature and pressure,,
311,319,AFFECTS,PROPAGATION,0.95,,Upstream compressor operating point affects Maximum pressure or shaft speed,,
312,18,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Thermal efficiency,,
312,19,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Propulsive efficiency,,
312,20,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Overall efficiency,,
312,95,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Polytropic efficiency,,
312,115,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Combustion efficiency,,
312,130,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Real turbojet efficiency,,
312,136,AFFECTS,PROPAGATION,0.95,,Turbine flow capacity affects Mixer efficiency,,
